"""47"";""Nidhoeggr"";""16"";""506,5"";""0,482772764561116"";""180,12"";""v1"";""82214127004"";"""";"""";"""";"""""
"""48"";""Matthias"";""16"";""495"";""0,479628110473065"";""149,716"";""v1"";""66714126824"";"""";"""";"""";"""""
"""49"";""Scholin"";""16"";""492,5"";""0,478944490019141"";""168,149"";""v1"";""66214129719"";"""";"""";"""";"""""
"""50"";""atmx"";""16"";""1365,0625"";""0,474486910148675"";""99,978"";""v2"";""69714126244"";"""";"""";"""";"""""
"""52"";""Merle"";""16"";""459"";""0,46978397593656"";""117,359"";""v1"";""56014127819"";"""";"""";"""";"""""
"""55"";""Pili"";""16"";""427"";""0,461033634126333"";""224,468"";""v1"";""19614126214"";"""";"""";"""";"""""
"""57"";""Shlomo"";""16"";""410"";""0,45638501503965"";""276,553"";""v1"";""89114126215"";"""";"""";"""";"""""
"""58"";""sven"";""16"";""1305,8"";""0,455332902391726"";""389,356"";""v2"";""54914127424"";"""";"""";"""";"""""
"""60"";""SirSkulduggery"";""16"";""398"";""0,453103636860815"";""132,045"";""v3"";""49714126635"";"""";"""";"""";"""""
"""61"";""Managarm"";""16"";""382,25"";""0,448796828001094"";""331,197"";""v3"";""82714128666"";"""";"""";"""";"""""
"""62"";""ColdPriest"";""16"";""363"";""0,443532950505879"";""91,014"";""v1"";""50514126237"";"""";"""";"""";"""""
"""63"";""Expanium"";""16"";""362"";""0,44325950232431"";""356,499"";""v3"";""71214126812"";"""";"""";"""";"""""
"""66"";""Francis"";""16"";""1253,5125"";""0,438433257918552"";""89,011"";""v2"";""77114126221"";"""";"""";"""";"""""
"""68"";""Moppelfee"";""16"";""1246,01388888889"";""0,436009660274366"";""192,8"";""v2"";""60814126274"";"""";"""";"""";"""""
"""71"";""Genie"";""16"";""284"";""0,421930544161881"";""154,429"";""v1"";""55141294805"";"""";"""";"""";"""""
"""72"";""TinkerBell"";""16"";""279"";""0,420563303254033"";""207,717"";""v1"";""64614126309"";"""";"""";"""";"""""
"""75"";""Odysseus"";""16"";""250,75"";""0,412838392124692"";""155,6"";""v3"";""91314128081"";"""";"""";"""";"""""
"""81"";""Horst-Kevin"";""16"";""201"";""0,399234345091605"";""216,147"";""v1"";""30414128814"";"""";"""";"""";"""""
"""86"";""kochtopf"";""16"";""173"";""0,391577796007657"";""266,894"";""v3"";""10141262487"";"""";"""";"""";"""""
"""87"";""Momo"";""16"";""172"";""0,391304347826087"";""130,77"";""v1"";""8381412966"";"""";"""";"""";"""""
"""88"";""PÅ¸nktchen"";""16"";""1099,75"";""0,388736263736264"";""24,288"";""v2"";""36414126293"";"""";"""";"""";"""""
"""89"";""Scruffy"";""16"";""1090,26388888889"";""0,385670293758529"";""157,644"";""v2"";""26114126234"";"""";"""";"""";"""""
"""115"";""kazu"";""16"";""72"";""0,363959529669128"";""77,996"";""v3"";""13114126204"";"""";"""";"""";"""""
"""120"";""Bart"";""16"";""43"";""0,35602953240361"";""192,662"";""v3"";""86914126901"";"""";"""";"""";"""""
"""121"";""Rose"";""16"";""39"";""0,354935739677331"";""243,789"";""v3"";""87714127115"";"""";"""";"""";"""""
"""125"";""Hermine"";""16"";""0"";""0,344271260596117"";""191,541"";""v3"";""22814130612"";"""";"""";"""";"""""
"""126"";""heisenberg"";""16"";""-25"";""0,337435056056877"";""73,529"";""v1"";""91014126208"";"""";"""";"""";"""""
"""127"";""animus"";""16"";""-40"";""0,333333333333333"";""125,344"";""v1"";""79914128436"";"""";"""";"""";"""""
"""128"";""Furlinger"";""16"";""-71"";""0,324856439704676"";""130,965"";""v1"";""74914126218"";"""";"""";"""";"""""
"""129"";""Ontchen"";""16"";""-76"";""0,323489198796828"";""127,441"";""v3"";""70314128007"";"""";"""";"""";"""""
"""130"";""Curtiss"";""16"";""-95,5"";""0,318156959256221"";""584,008"";""v3"";""53614126386"";"""";"""";"""";"""""
"""131"";""bjo94"";""16"";""-185"";""0,293683347005742"";""140,529"";""v1"";""97914126908"";"""";"""";"""";"""""
"""132"";""Alex"";""16"";""-193"";""0,291495761553186"";""157,301"";""v1"";""53114126200"";"""";"""";"""";"""""
"""133"";""YOKO"";""16"";""-226"";""0,282471971561389"";""293,604"";""v3"";""69514127147"";"""";"""";"""";"""""
"""135"";""Crispine"";""16"";""-331"";""0,253759912496582"";""475,707"";""v3"";""44314126905"";"""";"""";"""";"""""
"""136"";""Trombidu"";""16"";""-512"";""0,204265791632486"";""170,066"";""v1"";""8171412689"";"""";"""";"""";"""""
"""137"";""Marillion"";""16"";""-514"";""0,203718895269346"";""169,958"";""v1"";""2421412716"";"""";"""";"""";"""""
"""138"";""Sayid_1"";""16"";""-543"";""0,195788898003828"";""208,789"";""v3"";""56314125981"";"""";"""";"""";"""""
"""139"";""maxren"";""16"";""-609"";""0,177741318020235"";""211,385"";""v3"";""40214128564"";"""";"""";"""";"""""
"""140"";""Derbolt"";""16"";""-722"";""0,146841673502871"";""246,443"";""v1"";""67314126846"";"""";"""";"""";"""""
